,cluster_id,cluster_thp
0,2,1
1,10,2
2,2,2
3,9,0
4,10,1
5,9,10
6,2,1
7,4,1
8,5,11
9,4,9
10,2,6
11,10,4
12,2,3
13,2,3
14,2,3
15,9,0
16,2,1
17,10,11
18,9,10
19,10,2
20,10,6
21,10,11
22,10,11
23,2,5
24,2,1
25,5,12
26,4,11
27,12,8
28,4,8
29,8,11
30,12,7
31,2,8
32,9,1
33,2,5
34,7,1
35,10,9
36,2,12
37,10,6
38,2,11
39,7,10
40,10,5
41,10,10
42,4,12
43,10,2
44,12,12
45,10,1
46,4,6
47,10,12
48,10,12
49,2,8
50,2,10
51,7,12
52,10,0
53,10,12
54,9,7
55,4,4
56,2,8
57,2,3
58,4,9
59,2,5
60,9,8
61,7,2
62,9,7
63,10,1
64,9,0
65,2,10
66,2,5
67,2,7
68,2,10
69,10,5
70,7,2
71,9,9
72,9,0
73,10,11
74,0,2
75,2,10
76,2,9
77,2,5
78,2,8
79,2,10
80,2,4
81,7,11
82,2,6
83,4,1
84,10,6
85,2,4
86,10,12
87,2,5
88,7,5
89,2,9
90,7,10
91,2,12
92,9,4
93,4,1
94,0,3
95,2,10
96,9,4
97,4,7
98,2,8
99,3,1
100,10,10
101,2,7
102,9,6
103,2,8
104,2,10
105,9,0
106,7,8
107,0,2
108,7,12
109,10,2
110,2,5
111,4,4
112,2,0
113,0,11
114,10,1
115,7,0
116,2,10
117,10,1
118,2,3
119,10,1
120,2,12
121,2,12
122,10,10
123,7,0
124,4,2
125,7,9
126,2,5
127,2,8
128,10,2
129,4,12
130,10,5
131,9,1
132,9,11
133,5,0
134,2,5
135,2,7
136,10,4
137,2,10
138,9,8
139,10,3
140,10,11
141,4,11
142,2,3
143,10,1
144,4,12
145,1,5
146,10,2
147,9,3
148,9,9
149,2,1
150,2,8
151,9,1
152,2,8
153,7,11
154,3,9
155,7,5
156,7,6
157,1,0
158,10,5
159,12,3
160,9,8
161,2,12
162,12,0
163,2,1
164,2,5
165,4,11
166,12,12
167,9,10
168,2,10
169,2,5
170,10,8
171,10,5
172,2,7
173,6,6
174,10,12
175,2,4
176,3,8
177,2,7
178,2,3
179,7,4
180,7,0
181,4,0
182,2,7
183,9,5
184,10,2
185,12,1
186,4,8
187,4,0
188,10,6
189,12,4
190,12,9
191,2,6
192,2,1
193,2,2
194,10,6
195,4,11
196,2,6
197,2,6
198,12,7
199,10,1
200,5,11
201,10,2
202,4,2
203,12,2
204,12,5
205,11,9
206,7,7
207,12,7
208,9,3
209,0,4
210,2,3
211,9,4
212,4,10
213,9,12
214,2,11
215,9,4
216,2,9
217,2,2
218,10,0
219,2,11
220,7,8
221,4,5
222,4,0
223,10,12
224,5,0
225,10,8
226,10,1
227,10,8
228,7,4
229,9,5
230,2,10
231,10,1
232,7,11
233,2,3
234,10,6
235,2,11
236,10,12
237,12,6
238,12,2
239,2,7
240,5,1
241,4,12
242,2,3
243,2,3
244,10,7
245,4,6
246,0,5
247,10,5
248,2,11
249,12,9
250,2,4
251,10,3
252,9,7
253,1,3
254,2,6
255,9,7
256,10,12
257,10,10
258,10,8
259,10,10
260,10,11
261,5,8
262,9,1
263,0,9
264,10,7
265,2,12
266,2,0
267,2,12
268,4,2
269,10,9
270,10,9
271,7,4
272,8,12
273,2,6
274,9,4
275,2,4
276,2,8
277,4,7
278,9,9
279,10,1
280,4,7
281,0,0
282,2,6
283,12,5
284,10,3
285,10,7
286,10,9
287,2,12
288,10,0
289,2,9
290,2,11
291,10,5
292,9,4
293,2,7
294,10,10
295,10,12
296,9,3
297,2,1
298,2,10
299,4,2
300,10,8
301,2,6
